,Unnamed: 0,addressType,basementArea,caseUrl,energyLabel,housingArea,lotArea,monthlyExpense,numberOfFloors,numberOfRooms,perAreaPrice,priceCash,priceChangePercentage,yearBuilt,municipalityCode,numberOfBuildings,zipCode,municipality,latitude,longitude,basement,lot
6486,6486,condo,0.0,https://www.edc.dk/sag/?sagsnr=89304373,e,53.0,5379.0,777,4.0,2.0,13679.0,725000,0.0,1965.0,730,1,8900,Randers,56.45859,10.040763,0,1
6487,6487,villa,0.0,https://www.edc.dk/sag/?sagsnr=56004644,d,106.0,912.0,1609,1.0,4.0,9735.0,1100000,0.0,1965.0,430,1,5600,Faaborg-Midtfyn,55.125534,10.227728,0,1
6488,6488,condo,0.0,https://www.danbolig.dk?propertyid=3010000279&brokerid=301,c,79.0,0.0,3611,1.0,3.0,28481.0,2250000,0.0,1970.0,265,1,4000,Roskilde,55.630463,12.094917,0,0
6489,6489,villa,0.0,https://www.edc.dk/sag/?sagsnr=87508578,c,153.0,776.0,2103,1.0,4.0,10342.0,1695000,0.0,1997.0,791,1,7470,Viborg,56.30766,9.183239,0,1
6490,6490,villa,0.0,https://www.edc.dk/sag/?sagsnr=47605134,b,127.0,414.0,1274,2.0,5.0,11830.0,1545000,0.0,1901.0,390,1,4720,Vordingborg,55.112362,12.0286045,0,1
6491,6491,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=22177&shopno=270213&fromsite=boligsiden&csref=boligsiden,c,144.0,872.0,2927,1.0,4.0,16123.0,2495000,0.0,1983.0,250,1,4050,Frederikssund,55.745304,11.968363,0,1
6492,6492,terraced house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=001553&shopno=102885&fromsite=boligsiden&csref=boligsiden,a2020,150.0,277.0,3188,2.0,5.0,27667.0,4150000,0.0,2023.0,751,1,8361,Aarhus,56.113567,10.089458,0,1
6493,6493,terraced house,60.0,http://www.naestvedmaegleren.dk/sag.aspx?mgl=2633&sagsnr=NM-22104,g,117.0,195.0,1834,3.0,4.0,12195.0,1650000,0.0,1937.0,370,1,4700,Næstved,55.233074,11.771734,1,1
6494,6494,villa,0.0,https://www.thpr.dk/sag.aspx?mgl=2703&sagsnr=2703720,d,153.0,802.0,2124,1.0,4.0,12221.0,1995000,0.0,1966.0,657,1,7400,Herning,56.131897,9.057008,0,1
6495,6495,condo,0.0,https://home.dk/sag/1800000694,d,85.0,0.0,4108,1.0,3.0,24647.0,2095000,0.0,1934.0,169,1,2640,Høje-Taastrup,55.64839,12.194022,0,0
6496,6496,condo,0.0,https://www.danbolig.dk?propertyid=4710000106&brokerid=471,c,81.0,0.0,2654,1.0,2.0,18457.0,1495000,0.0,1972.0,219,1,3400,Hillerød,55.933014,12.336274,0,0
6497,6497,holiday house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=13-4364&shopno=270170&fromsite=boligsiden&csref=boligsiden,,54.0,101.0,2636,2.0,2.0,14722.0,795000,0.0,1988.0,360,1,4970,Lolland,54.67366,11.335502,0,1
6498,6498,condo,0.0,https://www.danbolig.dk?propertyid=3170000200&brokerid=317,c,75.0,0.0,3188,5.0,3.0,37267.0,2795000,0.0,1926.0,101,1,2300,København,55.653107,12.614151,0,0
6499,6499,villa,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R365&sagsnr=36521435,a2020,189.0,2758.0,2310,1.0,5.0,27597.0,4995000,-9.1,2018.0,370,1,4684,Næstved,55.271946,11.870571,0,1
6500,6500,villa,0.0,https://www.edc.dk/sag/?sagsnr=61503129,d,92.0,954.0,1557,2.0,8.0,10815.0,995000,0.0,1927.0,760,1,6900,Ringkøbing-Skjern,56.000294,8.420486,0,1
6501,6501,villa,130.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=12400715&shopno=101621&fromsite=boligsiden&csref=boligsiden,g,178.0,880.0,4181,3.0,6.0,14563.0,3600000,0.0,1956.0,265,1,4000,Roskilde,55.626606,12.071727,1,1
6502,6502,villa,107.0,https://www.edc.dk/sag/?sagsnr=90005644,d,107.0,604.0,2344,1.0,5.0,16382.0,2495000,0.0,1961.0,851,1,9000,Aalborg,57.035294,9.941195,1,1
6503,6503,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=10939&shopno=102147&fromsite=boligsiden&csref=boligsiden,a2015,136.0,192.0,1721,2.0,4.0,20888.0,3695000,0.0,2019.0,730,1,8900,Randers,56.466152,10.036303,0,1
6504,6504,villa,0.0,https://www.edc.dk/sag/?sagsnr=32300995,c,137.0,1118.0,3182,2.0,6.0,18082.0,2895000,0.0,1943.0,270,1,3230,Gribskov,56.0616,12.282141,0,1
6505,6505,villa,0.0,https://jyskmaegler.dk/bolig/dronninglund-9330-norregade-38/,c,193.0,623.0,1937,2.0,8.0,6633.0,1325000,0.0,1960.0,810,1,9330,Brønderslev,57.16291,10.291857,0,1
6506,6506,villa,7.0,https://home.dk/sag/9160001186,d,143.0,1118.0,1305,1.0,7.0,6919.0,995000,0.0,1917.0,430,1,5856,Faaborg-Midtfyn,55.23812,10.558798,1,1
6507,6507,farm,0.0,https://www.edc.dk/sag/?sagsnr=70601853,c,210.0,33578.0,2433,2.0,9.0,17700.0,4195000,0.0,1900.0,630,1,7080,Vejle,55.667896,9.6090355,0,1
6508,6508,holiday house,0.0,https://www.maegleren.dk/sag.aspx?mgl=2563&sagsnr=5457,,90.0,1132.0,1106,1.0,4.0,6724.0,585000,0.0,1977.0,820,1,9670,Vesthimmerlands,56.84329,9.217008,0,1
6509,6509,villa,0.0,https://www.brikk.dk/ejendom/frederiksberg-21-4293-dianalund/,e,100.0,331.0,1510,2.0,3.0,8740.0,895000,0.0,1890.0,340,1,4293,Sorø,55.567993,11.514032,0,1
6510,6510,condo,0.0,https://johnfrandsen.dk/sag/REM2067/snerlevej-23-st-tv-8930-randers-no/,d,64.0,0.0,2041,3.0,3.0,10125.0,648000,0.0,1954.0,730,1,8930,Randers,56.474598,10.029301,0,0
6511,6511,terraced house,0.0,https://johnfrandsen.dk/sag/jf1910000234/kirkebakken-8-vilsted-9670-loegstoer/,d,129.0,145.0,895,2.0,5.0,2072.0,275000,0.0,1852.0,820,1,9670,Vesthimmerlands,56.903725,9.287503,0,1
6512,6512,villa apartment,38.0,https://www.edc.dk/sag/?sagsnr=28603743,d,65.0,0.0,2074,3.0,4.0,35464.0,3495000,0.0,1932.0,159,1,2860,Gladsaxe,55.748295,12.484287,1,0
6513,6513,villa,0.0,https://www.danbolig.dk?propertyid=2040000229&brokerid=204,b,218.0,827.0,2923,2.0,8.0,12460.0,2695000,0.0,2000.0,390,1,4760,Vordingborg,55.002834,11.955203,0,1
6514,6514,villa,0.0,https://www.dinboligjenslunde.dk/sag.aspx?mgl=2833&sagsnr=98020193,e,99.0,1902.0,2053,1.0,3.0,8023.0,1195000,0.0,1877.0,316,1,4300,Holbæk,55.75444,11.730271,0,1
6515,6515,villa,0.0,https://home.dk/sag/1500000648,d,168.0,777.0,3930,1.0,5.0,21681.0,3495000,0.0,1977.0,217,1,3140,Helsingør,56.071445,12.530352,0,1
6516,6516,holiday house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3158206&shopno=104918&fromsite=boligsiden&csref=boligsiden,,76.0,806.0,1298,1.0,3.0,16871.0,1375000,0.0,1973.0,330,1,4200,Slagelse,55.417732,11.199091,0,1
6517,6517,full year plot,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3124306&shopno=260319&fromsite=boligsiden&csref=boligsiden,d,85.0,2480.0,1129,1.0,3.0,212.0,525000,0.0,1937.0,340,1,4291,Sorø,55.536976,11.370943,0,1
6518,6518,condo,0.0,https://www.brikk.dk/ejendom/havnevej-7-st-5-6094-hejls/,b,64.0,0.0,3099,1.0,2.0,15547.0,995000,0.0,1902.0,621,1,6094,Kolding,55.362896,9.601195,0,0
6519,6519,holiday house,0.0,https://www.edc.dk/sag/?sagsnr=83608715,,135.0,1299.0,2746,1.0,5.0,24383.0,3499000,0.0,1986.0,727,1,8300,Odder,55.96571,10.256844,0,1
6520,6520,condo,0.0,https://home.dk/sag/1530001268,c,71.0,0.0,3124,1.0,3.0,42183.0,2995000,0.0,1965.0,173,1,2800,Lyngby-Taarbæk,55.771957,12.498917,0,0
6521,6521,terraced house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=211577&shopno=250034&fromsite=boligsiden&csref=boligsiden,b,72.0,0.0,1518,1.0,3.0,20764.0,1495000,0.0,1979.0,615,1,8700,Horsens,55.83746,9.830397,0,0
6522,6522,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=10396R&shopno=270069&fromsite=boligsiden&csref=boligsiden,b,147.0,2123.0,2849,1.0,4.0,22318.0,3495000,0.0,2008.0,430,1,5750,Faaborg-Midtfyn,55.226486,10.477252,0,1
6523,6523,villa,24.0,https://www.danbolig.dk?propertyid=0970000330&brokerid=097,b,101.0,785.0,4763,1.0,3.0,46986.0,5495000,0.0,2005.0,217,1,3060,Helsingør,55.980217,12.547021,1,1
6524,6524,holiday house,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=34573&shopno=270155&fromsite=boligsiden&csref=boligsiden,,55.0,259.0,4195,1.0,3.0,33182.0,1825000,0.0,2021.0,760,1,6950,Ringkøbing-Skjern,56.127636,8.123158,0,1
6525,6525,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=22144&shopno=250072&fromsite=boligsiden&csref=boligsiden,d,64.0,0.0,2202,1.0,2.0,38984.0,2495000,0.0,1936.0,751,1,8200,Aarhus,56.173008,10.202089,0,0
6526,6526,condo,4.0,https://www.edc.dk/sag/?sagsnr=27602435,d,76.0,3613.0,3626,3.0,3.0,42763.0,3250000,0.0,1954.0,155,1,2791,Dragør,55.583847,12.656667,1,1
6527,6527,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=HV6591&shopno=270144&fromsite=boligsiden&csref=boligsiden,d,134.0,350.0,907,1.0,3.0,1996.0,275000,0.0,1965.0,787,1,7752,Thisted,56.849842,8.490017,0,1
6528,6528,villa,0.0,https://home.dk/sag/6360000648,c,145.0,591.0,1207,1.0,5.0,7122.0,1095000,0.0,1905.0,766,1,7140,Hedensted,55.710873,9.821712,0,1
6529,6529,holiday plot,0.0,https://home.dk/sag/2120002051,,,1201.0,1764,,,745.0,895000,0.0,,326,1,4480,Kalundborg,55.582214,11.161659,0,1
6530,6530,holiday house,0.0,https://www.peterduebolig.dk/redirect/?caseno=35000000637,,129.0,1682.0,1243,1.0,3.0,8530.0,1195000,0.0,1971.0,340,1,4190,Sorø,55.49898,11.542416,0,1
6531,6531,holiday house,0.0,https://www.danbolig.dk?propertyid=0140000607&brokerid=014,,73.0,1204.0,1082,1.0,2.0,19853.0,1350000,0.0,1965.0,316,1,4300,Holbæk,55.783966,11.706325,0,1
6532,6532,villa,0.0,https://www.danbolig.dk?propertyid=2910000141&brokerid=291,c,128.0,710.0,2311,1.0,5.0,20938.0,2745000,-5.18,2002.0,320,1,4690,Faxe,55.31511,11.945234,0,1
6533,6533,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=51687&shopno=106131&fromsite=boligsiden&csref=boligsiden,e,157.0,806.0,2562,1.0,6.0,18949.0,2975000,0.0,1905.0,219,1,3400,Hillerød,55.94521,12.310923,0,1
6534,6534,holiday house,0.0,https://www.maegleren.dk/sag.aspx?mgl=2563&sagsnr=5472,,52.0,1578.0,1232,1.0,3.0,14273.0,795000,0.0,1970.0,820,1,9670,Vesthimmerlands,56.84928,9.216606,0,1
6535,6535,holiday house,0.0,https://www.edc.dk/sag/?sagsnr=69603600,,176.0,1400.0,2848,1.0,6.0,27597.0,4995000,0.0,2020.0,760,1,6960,Ringkøbing-Skjern,55.979576,8.135821,0,1
6536,6536,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=302722&shopno=105704&fromsite=boligsiden&csref=boligsiden,d,155.0,943.0,6268,1.0,5.0,47214.0,7500000,0.0,1970.0,223,1,2970,Hørsholm,55.87302,12.510973,0,1
6537,6537,villa,179.0,http://www.jespernielsen.dk/redirect.php?mgl=2827&sagsnr=JND00023,c,338.0,1743.0,4293,2.0,5.0,21556.0,8200000,0.0,1972.0,461,1,5250,Odense,55.348747,10.347253,1,1
6538,6538,condo,0.0,https://www.lokalbolig.dk/?sag=10-X0001926,c,64.0,0.0,1925,1.0,2.0,54609.0,3495000,0.0,1932.0,101,1,2300,København,55.666668,12.601718,0,0
6539,6539,terraced house,45.0,https://www.edc.dk/sag/?sagsnr=21606192,b,90.0,172.0,4286,3.0,4.0,50880.0,5495000,0.0,1943.0,101,1,2500,København,55.66471,12.481163,1,1
6540,6540,villa,0.0,https://www.brikk.dk/ejendom/skolegade-1-5935-bagenkop/,c,120.0,305.0,1192,2.0,5.0,6012.0,765000,0.0,1905.0,482,1,5935,Langeland,54.74888,10.672807,0,1
6541,6541,terraced house,0.0,https://www.edc.dk/sag/?sagsnr=35302548,c,136.0,484.0,3536,1.0,4.0,34299.0,4795000,0.0,2006.0,210,1,3480,Fredensborg,55.966274,12.426397,0,1
6542,6542,villa,128.0,https://www.benzon-emgl.dk/redirect/?caseno=33290000442,d,128.0,704.0,2675,2.0,4.0,14262.0,2595000,0.0,1971.0,260,1,3390,Halsnæs,55.949883,11.868394,1,1
6543,6543,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3327859&shopno=260404&fromsite=boligsiden&csref=boligsiden,d,86.0,788.0,2546,1.0,3.0,27846.0,2495000,0.0,1961.0,316,1,4300,Holbæk,55.702927,11.725242,0,1
6544,6544,condo,0.0,https://home.dk/sag/1370000782,d,89.0,0.0,3195,1.0,4.0,25787.0,2295000,0.0,1963.0,217,1,3060,Helsingør,55.993584,12.537097,0,0
6545,6545,condo,0.0,https://maeglerhuset.dk/redirect.php?sagsnr=007577&mgl=9000,d,60.0,0.0,1640,1.0,2.0,25750.0,1545000,0.0,1898.0,851,1,9000,Aalborg,57.05182,9.904102,0,0
6546,6546,villa,0.0,https://johnfrandsen.dk/sag/DB0160000549/vinkelvej-47-7620-lemvig/,c,156.0,673.0,1873,1.0,4.0,9681.0,1595000,0.0,1970.0,665,1,7620,Lemvig,56.552864,8.295211,0,1
6547,6547,villa,0.0,https://www.edc.dk/sag/?sagsnr=47605126,c,112.0,735.0,1964,1.0,4.0,10792.0,1295000,0.0,1967.0,390,1,4760,Vordingborg,55.03111,11.889237,0,1
6548,6548,terraced house,53.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=BA220157&shopno=270225&fromsite=boligsiden&csref=boligsiden,b,93.0,121.0,4382,3.0,3.0,65744.0,7245000,0.0,2005.0,173,1,2800,Lyngby-Taarbæk,55.777924,12.5027,1,1
6549,6549,villa,0.0,http://www.lilienhoff.dk/redirect.htm?mgl=1976&sag=80000209,d,202.0,2315.0,1871,2.0,5.0,7358.0,1695000,0.0,1777.0,360,1,4953,Lolland,54.879097,11.256284,0,1
6550,6550,holiday house,0.0,https://www.edc.dk/sag/?sagsnr=68504115,,126.0,2273.0,2583,1.0,4.0,27879.0,2445000,0.0,1972.0,573,1,6857,Varde,55.558563,8.211458,0,1
6551,6551,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=F7238002&shopno=240006&fromsite=boligsiden&csref=boligsiden,d,142.0,708.0,1548,1.0,5.0,7967.0,1195000,0.0,1967.0,813,1,9900,Frederikshavn,57.442394,10.506375,0,1
6552,6552,condo,0.0,https://www.edc.dk/sag/?sagsnr=99904826,e,89.0,17785.0,2425,1.0,3.0,22416.0,1995000,0.0,2007.0,813,1,9990,Frederikshavn,57.72126,10.529921,0,1
6553,6553,terraced house,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=22213&shopno=270223&fromsite=boligsiden&csref=boligsiden,d,79.0,731.0,3016,2.0,3.0,25824.0,2195000,0.0,1844.0,265,1,4000,Roskilde,55.73416,12.156363,0,1
6554,6554,villa,50.0,https://mvbolig.dk/redirect/?caseno=1730000262,d,127.0,2628.0,1941,1.0,4.0,4350.0,795000,0.0,1957.0,810,1,9340,Brønderslev,57.149464,10.407597,1,1
6555,6555,villa,90.0,https://www.brikk.dk/ejendom/vester-altan-32-9500-hobro/,e,90.0,737.0,1966,2.0,3.0,8337.0,1088000,0.0,1963.0,846,1,9500,Mariagerfjord,56.631824,9.792116,1,1
6556,6556,villa,65.0,https://www.maegleren.dk/sag.aspx?mgl=2563&sagsnr=5201,e,95.0,889.0,877,3.0,4.0,3976.0,495000,0.0,1947.0,820,1,9640,Vesthimmerlands,56.830597,9.360306,1,1
6557,6557,holiday house,0.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R726&sagsnr=726051,,68.0,788.0,2047,1.0,4.0,22721.0,1545000,0.0,1968.0,510,1,6100,Haderslev,55.19625,9.604942,0,1
6558,6558,villa,110.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R113&sagsnr=113-1774,e,285.0,1004.0,7535,3.0,11.0,56123.0,15995000,0.0,1929.0,101,1,2300,København,55.65462,12.605098,1,1
6559,6559,villa,0.0,https://www.brikk.dk/ejendom/honum-skovvej-5-8762-flemming/,c,146.0,1073.0,1309,2.0,3.0,8898.0,945000,0.0,1931.0,766,1,8762,Hedensted,55.87155,9.660877,0,1
6560,6560,villa,53.0,https://www.realmaeglerne.dk/301-redirect/?mgl=R540&sagsnr=540B6150,d,87.0,754.0,1934,3.0,3.0,10600.0,1175000,0.0,1951.0,440,1,5550,Kerteminde,55.36362,10.593588,1,1
6561,6561,condo,37.0,https://www.annareventlow.dk/rosenvaengets-hovedvej-50-1tv,d,100.0,0.0,5047,1.0,2.0,76500.0,7650000,0.0,1863.0,101,1,2100,København,55.701534,12.58761,1,0
6562,6562,villa,9.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=22702&shopno=102248&fromsite=boligsiden&csref=boligsiden,e,87.0,810.0,1841,2.0,4.0,14911.0,1474000,0.0,1967.0,746,1,8660,Skanderborg,55.989677,9.940335,1,1
6563,6563,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=N9985&shopno=105694&fromsite=boligsiden&csref=boligsiden,f,165.0,10323.0,2278,1.0,5.0,12139.0,1995000,0.0,1850.0,306,1,4500,Odsherred,55.93746,11.552205,0,1
6564,6564,villa,30.0,https://www.edc.dk/sag/?sagsnr=54702940,e,132.0,1943.0,1831,2.0,5.0,3620.0,695000,0.0,1906.0,480,1,5450,Nordfyns,55.563564,10.279851,1,1
6565,6565,villa,78.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=172176&shopno=105928&fromsite=boligsiden&csref=boligsiden,d,78.0,833.0,5239,2.0,5.0,45083.0,4745000,0.0,1954.0,175,1,2610,Rødovre,55.686108,12.457994,1,1
6566,6566,terraced house,0.0,https://home.dk/sag/1330001501,b,66.0,87.0,3550,2.0,2.0,34159.0,2275000,0.0,1987.0,169,1,2630,Høje-Taastrup,55.640377,12.278227,0,1
6567,6567,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3192943&shopno=106201&fromsite=boligsiden&csref=boligsiden,c,151.0,887.0,1930,1.0,4.0,12469.0,1995000,0.0,1975.0,370,1,4250,Næstved,55.30041,11.548396,0,1
6568,6568,villa,0.0,https://www.danbolig.dk?propertyid=0140000570&brokerid=014,c,205.0,737.0,2310,2.0,7.0,18459.0,2395000,0.0,1887.0,306,1,4550,Odsherred,55.83274,11.486674,0,1
6569,6569,villa,0.0,https://www.edc.dk/sag/?sagsnr=96903362,e,250.0,32400.0,1792,1.0,4.0,10335.0,2685000,0.0,1967.0,849,1,9690,Jammerbugt,57.096542,9.308741,0,1
6570,6570,condo,0.0,https://www.edc.dk/sag/?sagsnr=89003207,b,45.0,22475.0,1253,1.0,2.0,8222.0,370000,0.0,1972.0,730,1,8920,Randers,56.487217,10.012607,0,1
6571,6571,terraced house,50.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=M22005&shopno=260121&fromsite=boligsiden&csref=boligsiden,e,103.0,232.0,3530,3.0,5.0,37365.0,4495000,0.0,1955.0,159,1,2800,Gladsaxe,55.758892,12.483269,1,1
6572,6572,villa,0.0,https://home.dk/sag/7140002671,c,131.0,836.0,2267,1.0,5.0,15000.0,1998000,0.0,1964.0,561,1,6710,Esbjerg,55.518524,8.367234,0,1
6573,6573,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=2205178&shopno=270154&fromsite=boligsiden&csref=boligsiden,a2010,226.0,914.0,2648,2.0,7.0,12935.0,2995000,0.0,1914.0,479,1,5700,Svendborg,55.0764,10.615185,0,1
6574,6574,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=10327&shopno=270065&fromsite=boligsiden&csref=boligsiden,e,140.0,792.0,1943,1.0,5.0,6496.0,925000,-15.53,1958.0,430,1,5600,Faaborg-Midtfyn,55.10359,10.232046,0,1
6575,6575,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=16910&shopno=104338&fromsite=boligsiden&csref=boligsiden,c,77.0,0.0,2087,1.0,3.0,23052.0,1775000,0.0,1988.0,746,1,8362,Skanderborg,56.086117,10.037488,0,0
6576,6576,villa,30.0,https://mengbolig.dk/find-din-nye-bolig/skroebelev-hedevej-12-rudkoebing-90097,e,535.0,14417.0,3162,3.0,15.0,5609.0,3500000,0.0,1895.0,482,1,5900,Langeland,54.921673,10.749268,1,1
6577,6577,holiday house,2.0,https://www.claus-borg.dk/redirect.php?mgl=2495&sagsnr=221059,,67.0,2805.0,1133,2.0,3.0,57471.0,4500000,0.0,1957.0,741,1,8305,Samsø,55.94256,10.537128,1,1
6578,6578,holiday house,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=L1761&shopno=270167&fromsite=boligsiden&csref=boligsiden,,174.0,1474.0,2921,1.0,5.0,139766.0,11950000,0.0,2022.0,217,1,3100,Helsingør,56.083477,12.424309,0,1
6579,6579,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=70015&shopno=100268&fromsite=boligsiden&csref=boligsiden,a2015,148.0,904.0,3657,1.0,5.0,25642.0,3795000,0.0,2022.0,661,1,7500,Holstebro,56.341415,8.645448,0,1
6580,6580,villa,0.0,https://www.danbolig.dk?propertyid=2270000055&brokerid=227,d,202.0,1630.0,1980,1.0,5.0,6641.0,1295000,0.0,1969.0,791,1,8850,Viborg,56.410606,9.609266,0,1
6581,6581,villa,0.0,https://www.danbolig.dk?propertyid=1120000151&brokerid=112,f,90.0,27581.0,1828,1.0,4.0,17722.0,1595000,0.0,1907.0,400,1,3751,Bornholm,55.15638,15.0169,0,1
6582,6582,villa,104.0,https://www.edc.dk/sag/?sagsnr=46805308,d,187.0,1568.0,3235,2.0,6.0,20829.0,3895000,0.0,1956.0,336,1,4600,Stevns,55.39958,12.234761,1,1
6583,6583,villa,0.0,http://www.estate-maeglerne.dk/maegler/pages/property-presentation/property.action?caseno=1420617&shopno=260124&fromsite=boligsiden&csref=boligsiden,d,133.0,718.0,4162,2.0,4.0,36877.0,4995000,0.0,1935.0,185,1,2770,Tårnby,55.62124,12.597805,0,1
6584,6584,villa,0.0,https://www.edc.dk/sag/?sagsnr=68305686,d,180.0,14401.0,2066,1.0,5.0,6965.0,1898000,0.0,1959.0,573,1,6800,Varde,55.77849,8.434216,0,1
6585,6585,villa,0.0,https://www.danbolig.dk?propertyid=2840000165&brokerid=284,f,75.0,927.0,1738,1.0,3.0,10600.0,795000,0.0,1877.0,330,1,4200,Slagelse,55.370186,11.412186,0,1
6586,6586,villa,0.0,https://www.lokalbolig.dk/?sag=44-X0000832,d,122.0,476.0,5566,1.0,5.0,88531.0,11695000,0.0,1967.0,157,1,2920,Gentofte,55.755894,12.573822,0,1
6587,6587,villa,87.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=3164485&shopno=105962&fromsite=boligsiden&csref=boligsiden,e,172.0,515.0,2338,2.0,5.0,7222.0,1495000,0.0,1915.0,330,1,4220,Slagelse,55.326904,11.143646,1,1
6588,6588,villa,0.0,https://www.edc.dk/sag/?sagsnr=95207910,d,147.0,830.0,2298,1.0,5.0,8262.0,1295000,0.0,1964.0,846,1,9550,Mariagerfjord,56.64636,9.970551,0,1
6589,6589,terraced house,0.0,http://www.lokal-maegler.dk/redirect.php?sagsnr=001128&mgl=2332,c,100.0,361.0,2310,1.0,4.0,22611.0,2295000,0.0,1984.0,706,1,8543,Syddjurs,56.312916,10.309356,0,1
6590,6590,holiday house,0.0,https://www.boligmatch.dk/sag.aspx?mgl=1884&sagsnr=22TS3811,,115.0,1484.0,1219,1.0,4.0,22565.0,2595000,0.0,2021.0,306,1,4571,Odsherred,55.779552,11.60462,0,1
6591,6591,villa,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=220531&shopno=260110&fromsite=boligsiden&csref=boligsiden,c,108.0,425.0,1958,1.0,4.0,16034.0,1795000,0.0,1987.0,400,1,3700,Bornholm,55.089413,14.720971,0,1
6592,6592,villa,98.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=5501&shopno=270141&fromsite=boligsiden&csref=boligsiden,d,98.0,614.0,2340,2.0,3.0,10690.0,1595000,-11.14,1962.0,730,1,8930,Randers,56.47242,10.040849,1,1
6593,6593,condo,0.0,https://www.edc.dk/sag/?sagsnr=50005319,d,69.0,897.0,1349,2.0,2.0,17362.0,1198000,0.0,1936.0,461,1,5250,Odense,55.370537,10.362106,0,1
6594,6594,condo,85.0,http://hensrik.dk/koeb-bolig/bolig.aspx?shopId=1941&caseno=SS-22136,d,109.0,0.0,4502,1.0,3.0,45367.0,4945000,0.0,1935.0,265,1,4000,Roskilde,55.63954,12.084386,1,0
6595,6595,villa,0.0,https://home.dk/sag/8060000798,b,150.0,446.0,2060,1.0,5.0,19987.0,2998000,0.0,1986.0,851,1,9200,Aalborg,57.021534,9.871928,0,1
6596,6596,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=241007&shopno=101079&fromsite=boligsiden&csref=boligsiden,e,61.0,0.0,2957,1.0,2.0,32705.0,1995000,0.0,1961.0,167,1,2650,Hvidovre,55.641655,12.500103,0,0
6597,6597,villa,135.0,http://www.eltoftnielsen.dk/default.aspx?mgl=2711&sagsnr=IEN11428,b,196.0,985.0,7881,1.0,6.0,63795.0,14995000,0.0,2004.0,190,1,3500,Furesø,55.75922,12.39778,1,1
6598,6598,condo,0.0,http://www.nybolig.dk/maegler/pages/property-presentation/property.action?caseno=592007&shopno=260393&fromsite=boligsiden&csref=boligsiden,a2015,94.0,0.0,3873,7.0,3.0,42500.0,3995000,0.0,2020.0,161,1,2600,Glostrup,55.66152,12.3939,0,0
6599,6599,holiday house,0.0,https://www.edc.dk/sag/?sagsnr=68504101,,61.0,6450.0,3390,1.0,4.0,49148.0,2998000,0.0,1983.0,573,1,6857,Varde,55.560337,8.127451,0,1
6600,6600,villa,0.0,https://www.vestkystmaegleren.dk/sag.aspx?mgl=1830&sagsnr=LHH6846,c,138.0,591.0,1226,2.0,4.0,10965.0,1250000,0.0,1910.0,849,1,9480,Jammerbugt,57.312176,9.70712,0,1
